"code","label","level"
"33 82 13","Copper Communications Transmission and Distribution Cabling",4
"33 82 13.13","Copper Splicing and Terminations",5
"33 82 23","Optical Fiber Communications Transmission and Distribution Cabling",4
"33 82 23.13","Optical Fiber Splicing and Terminations",5
"33 82 33","Coaxial Communications Transmission and Distribution Cabling",4
"33 82 33.13","Coaxial Splicing and Terminations",5
"33 82 43","Grounding and Bonding for Communications Transmission and Distribution",4
"33 82 46","Cable Pressurization Equipment",4
"33 82 53","Cleaning, Lubrication, and Restoration Chemicals",4
"33 82 63","Shelter Equipment",4
"33 82 63.13","Transceivers",5
"33 82 63.16","Control Panels",5
"33 82 63.23","Power-Line Carriers",5
"33 82 63.43","Backup Batteries",5
"33 83 00","Wireless Communications Transmission and Distribution",3
"33 83 13","Laser Transmitters and Receivers",4
"33 83 16","Microwave Transmitters and Receivers",4
"33 83 17","Microwave Antennas",4
"33 83 17.13","Microwave Waveguides",5
"33 83 19","Infrared Transmitters and Receivers",4
"33 83 23","Radio Antennas",4
"34 00 00","Transportation",1
"34 01 00","Operation and Maintenance of Transportation",3
"34 01 13","Operation and Maintenance of Roadways",4
"34 01 23","Operation and Maintenance of Railways",4
"34 01 23.13","Track Removal and Salvage",5
"34 01 23.81","Track Crosstie Replacement",5
"34 01 33","Operation and Maintenance of Airfields",4
"34 01 43","Operation and Maintenance of Bridges",4
"34 05 00","Common Work Results for Transportation",3
"34 05 05","Selective Demolition for Transportation",4
"34 05 13","Common Work Results for Roadways",4
"34 05 23","Common Work Results for Railways",4
"34 05 33","Common Work Results for Airports",4
"34 05 43","Common Work Results for Bridges",4
"34 06 00","Schedules for Transportation",3
"34 06 13","Schedules for Roadways",4
"34 06 23","Schedules for Railways",4
"34 06 33","Schedules for Airfields",4
"34 06 43","Schedules for Bridges",4
"34 08 00","Commissioning of Transportation",3
"34 08 13","Commissioning of Roadways",4
"34 08 23","Commissioning of Railways",4
"34 08 33","Commissioning of Airfields",4
"34 08 43","Commissioning of Bridges",4
"34 10 00","Guideways/Railways",2
"34 11 00","Rail Tracks",3
"34 11 13","Track Rails",4
"34 11 13.13","Light Rail Track",5
"34 11 13.23","Heavy Rail Track",5
"34 11 16","Welded Track Rails",4
"34 11 16.13","In-Track Butt-Welded Track Rail",5
"34 11 16.16","Pressure-Welded Track Rail",5
"34 11 16.19","Thermite-Welded Track Rail",5
"34 11 19","Track Rail Joints",4
"34 11 23","Special Trackwork",4
"34 11 23.13","Ballasted Special Track Rail",5
"34 11 23.16","Direct-Fixation Track",5
"34 11 23.23","Running Rail",5
"34 11 23.26","Precurved Running Rail",5
"34 11 26","Ballasted Track Rail",4
"34 11 26.13","Track Rail Ballast",5
"34 11 26.16","Track Rail Subballast",5
"34 11 29","Embedded Track Rail",4
"34 11 33","Track Cross Ties",4
"34 11 33.13","Concrete Track Cross Ties",5
"34 11 33.16","Timber Track Cross Ties",5
"34 11 33.19","Resilient Track Cross Ties",5
"34 11 36","Track Rail Fasteners",4
"34 11 36.13","Direct-Fixation Fasteners",5
"34 11 39","Track Collector Pans",4
"34 11 39.13","Fiberglass Track Collector Pans",5
"34 11 93","Track Appurtenances and Accessories",4
"34 12 00","Monorails",3
"34 12 13","Elevated Monorails",4
"34 12 16","On-Grade Monorails",4
"34 12 19","Below-Grade Monorails",4
"34 12 23","Maglev Monorail",4
"34 12 63","Monorail Track",4
"34 13 00","Funiculars",3
"34 13 13","Inclined Railway",4
"34 14 00","Cable Transportation",3
"34 14 13","Aerial Tramways",4
"34 14 19","Gondolas",4
"34 14 26","Funitels",4
"34 14 33","Chairlifts",4
"34 14 39","Surface Lifts",4
"34 14 46","Ropeway Tows",4
"34 14 53","Cable Car Systems",4
"34 20 00","Traction Power",2
"34 21 00","Traction Power Distribution",3
"34 21 13","High Power Static Frequency Converters",4
"34 21 16","Traction Power Substations",4
"34 21 16.13","AC Traction Power Substations",5
"34 21 16.16","DC Traction Power Substations",5
"34 21 19","Traction Power Switchgear",4
"34 21 19.13","AC Traction Power Switchgear",5
"34 21 19.16","DC Traction Power Switchgear",5
"34 21 19.23","Frequency Changer",5
"34 21 23","Traction Power Transformer-Rectifier Units",4
"34 23 00","Overhead Traction Power",3
"34 23 13","Traction Power Poles",4
"34 23 16","Overhead Cable Suspension",4
"34 23 23","Overhead Traction Power Cables",4
"34 24 00","Third Rail Traction Power",3
"34 24 13","Bottom-Contact Third Rail",4
"34 24 16","Side-Contact Third Rail",4
"34 24 19","Top-Contact Third Rail",4
"34 40 00","Transportation Signaling and Control Equipment",2
"34 41 00","Roadway Signaling and Control Equipment",3
"34 41 13","Traffic Signals",4
"34 41 16","Traffic Control Equipment",4
"34 41 23","Roadway Monitoring Equipment",4
"34 41 33","In Roadway Warning Lights",4
"34 42 00","Railway Signaling and Control Equipment",3
"34 42 13","Railway Signals",4
"34 42 13.13","General Railway Signal Requirements",5
"34 42 13.16","Signal Solid State Coded Track Circuits",5
"34 42 16","Train Control Wires and Cables",4
"34 42 19","Vital Interlocking Logic Controllers",4
"34 42 23","Railway Control Equipment",4
"34 42 23.13","Mainline Train Control Room Equipment",5
"34 42 23.16","Yard Train Control Room Equipment",5
"34 42 23.19","Integrated Control Equipment",5
"34 42 23.23","Interlocking Railway Control Equipment",5
"34 42 26","Rail Network Equipment",4
"34 42 29","Station Agent Equipment",4
"34 42 33","Yard Management Equipment",4
"34 42 36","Supervisory Control and Data Acquisition",4
"34 43 00","Airfield Signaling and Control Equipment",3
"34 43 13","Airfield Signals and Lighting",4
"34 43 13.09","Airport Rotating Beacons",5
"34 43 13.10","Hazard Beacons",5
"34 43 13.11","Airport Beacon Towers",5
"34 43 13.12","Airport Obstruction Lights",5
"34 43 13.13","Airfield Runway Identification Lights",5
"34 43 13.16","Airfield Runway and Taxiway Inset Lighting",5
"34 43 13.19","Adhesive for Inset Lighting & Wiring",5
"34 43 13.23","Airfield Short-Approach Lighting Equipment",5
"34 43 13.26","Airfield Omni-Directional-Approach Lighting Equipment",5
"34 43 13.29","Airfield Low-Intensity-Approach Lighting Equipment",5
"34 43 13.33","Airfield High-Intensity-Approach Lighting Equipment",5
"34 43 13.36","Airfield Precision-Approach Path Indicator Equipment",5
"34 43 16","Airfield Landing Equipment",4
"34 43 16.13","Microwave Airfield Landing Equipment",5
"34 43 16.16","Instrument Airfield Landing Equipment",5
"34 43 16.19","Airfield Visual-Approach Slope Indicator Equipment",5
"34 43 19","Airfield Traffic Control Tower Equipment",4
"34 43 23","Weather Observation Equipment",4
"34 43 23.13","Automatic Weather Observation Equipment",5
"34 43 23.16","Airfield Wind Cones",5
"34 43 26","Airfield Control Equipment",4
"34 43 26.13","Airfield Lighting Control Equipment",5
"34 43 26.16","Airfield Lighting PLC Control Equipment",5
"34 43 26.19","Airfield Lighting Regulator Assembly",5
"34 48 00","Bridge Signaling and Control Equipment",3
"34 48 13","Operating Bridge Signals",4
"34 48 16","Operating Bridge Control Equipment",4
"34 50 00","Transportation Fare Collection Equipment",2
"34 52 00","Vehicle Fare Collection",3
"34 52 16","Vehicle Ticketing Equipment",4
"34 52 16.13","Vehicle Ticket Vending Machines",5
"34 52 26","Vehicle Fare Collection Equipment",4
"34 52 26.13","Vehicle Coin Fare Collection Equipment",5
"34 52 26.16","Vehicle Electronic Fare Collection Equipment",5
"34 52 33","Vehicle Fare Gates",4
"34 54 00","Passenger Fare Collection",3
"34 54 16","Passenger Ticketing Equipment",4
"34 54 16.13","Passenger Ticket Vending Machines",5
"34 54 16.16","Passenger Addfare Machines",5
"34 54 16.23","Passenger Intermodal Transfer Machines",5
"34 54 26","Passenger Fare Collection Equipment",4
"34 54 26.13","Passenger Coin Fare Collection Equipment",5
"34 54 26.16","Passenger Electronic Fare Collection Equipment",5
"34 54 33","Passenger Fare Gates",4
"34 70 00","Transportation Construction and Equipment",2
"34 71 00","Roadway Construction",3
"34 71 13","Vehicle Barriers",4
"34 71 13.13","Vehicle Median Barriers",5
"34 71 13.16","Vehicle Crash Barriers",5
"34 71 13.19","Vehicle Traffic Barriers",5
"34 71 13.26","Vehicle Guide Rails",5
"34 71 13.29","Vehicle Barrier Fenders",5
"34 71 16","Impact Attenuating Devices",4
"34 71 19","Vehicle Delineators",4
"34 71 19.13","Fixed Vehicle Delineators",5
"34 71 19.16","Flexible Vehicle Delineators",5
"34 72 00","Railway Construction",3
"34 72 13","Railway Line",4
"34 72 16","Railway Siding",4
"34 73 00","Airfield Construction",3
"34 73 13","Aircraft Tiedowns",4
"34 73 16","Airfield Grounding",4
"34 73 16.13","Aircraft Static Grounding",5
"34 73 19","Jet Blast Barriers",4
"34 73 23","Manufactured Airfield Control Towers",4
"34 73 26","Manufactured Helipads",4
"34 75 00","Roadway Equipment",3
"34 75 13","Operable Roadway Equipment",4
"34 75 13.13","Active Vehicle Barriers",5
"34 76 00","Railway Equipment",3
"34 76 13","Roadway Crossing Control Equipment",4
"34 77 00","Transportation Equipment",3
"34 77 13","Passenger Boarding Bridges",4
"34 77 13.13","Fixed Aircraft Passenger Boarding Bridges",5
"34 77 13.16","Movable Aircraft Passenger Boarding Bridges",5
"34 77 13.23","Ship Passenger Boarding Bridges",5
"34 77 33","Baggage Scanning Equipment",4
"34 77 36","Baggage Scales",4
"34 77 39","Baggage Conveying Equipment",4
"34 78 00","Weighing Equipment",3
"34 78 13","Truck Scales",4
"34 78 16","Weighbridges",4
"34 78 23","Railroad Car Scales",4
"34 78 33","Crane Scales",4
"34 80 00","Bridges",2
"34 81 00","Bridge Machinery",3
"34 81 13","Single-Swing Bridge Machinery",4
"34 81 16","Double-Swing Bridge Machinery",4
"34 81 19","Cantilever Bridge Machinery",4
"34 81 23","Lift Bridge Machinery",4
"34 81 26","Sliding Bridge Machinery",4
"34 81 29","Pontoon Bridge Machinery",4
"34 81 32","Bascule Bridge Machinery",4
"34 82 00","Bridge Specialties",3
"34 82 13","Bridge Vibration Dampers",4
"34 82 13.13","Visco Elastic Bridge Vibration Dampers",5
"34 82 13.16","Tuned-Mass Bridge Vibration Dampers",5
"34 82 19","Bridge Pier Protection",4
"34 82 19.13","Bridge Pier Ice Shields",5
"35 00 00","Waterway and Marine Construction",1
"35 01 00","Operation and Maintenance of Waterway and Marine Construction",3
"35 01 30","Operation and Maintenance of Coastal Construction",4
"35 01 40","Operation and Maintenance of Waterway Construction",4
"35 01 40.51","Waterway Dredging",5
"35 01 40.92","Preservation of Water Courses",5
"35 01 50","Operation and Maintenance of Marine Construction",4
"35 01 50.51","Marine Dredging",5
"35 01 50.71","Channel Excavation, Cleaning and Deepening",5
"35 01 70","Operation and Maintenance of Dams",4
"35 05 00","Common Work Results for Waterway and Marine Construction",3
"35 05 05","Selective Demolition for Waterway and Marine Construction",4
"35 05 30","Common Work Results for Coastal Construction",4
"35 05 40","Common Work Results for Waterway Construction",4
"35 05 50","Common Work Results for Marine Construction",4
"35 05 70","Common Work Results for Dams",4
"35 06 00","Schedules for Waterway and Marine Construction",3
"35 06 30","Schedules for Coastal Construction",4
"35 06 40","Schedules for Waterway Construction",4
"35 06 50","Schedules for Marine Construction",4
"35 06 70","Schedules for Dams",4
"35 08 00","Commissioning of Waterway and Marine Construction",3
"35 08 30","Commissioning of Coastal Construction",4
"35 08 40","Commissioning of Waterway Construction",4
"35 08 50","Commissioning of Marine Construction",4
"35 08 70","Commissioning of Dams",4
"35 10 00","Waterway and Marine Signaling and Control Equipment",2
"35 11 00","Signaling and Control Equipment for Waterways",3
"35 11 13","Signaling Equipment for Waterways",4
"35 11 53","Control Equipment for Waterways",4
"35 12 00","Marine Signaling and Control Equipment",3
"35 12 13","Marine Signaling Equipment",4
"35 12 13.13","Lighthouse Equipment",5
"35 12 33","Marine Navigation Equipment",4
"35 12 53","Marine Control Equipment",4
"35 13 00","Signaling and Control Equipment for Dams",3
"35 13 13","Signaling Equipment for Dams",4
"35 13 53","Control Equipment for Dams",4
"35 20 00","Waterway and Marine Construction and Equipment",2
"35 21 00","General Fabrications for Waterways",3
"35 21 13","Hydraulic Bifurcation Panels",4
"35 21 16","Hydraulic Bulkheads",4
"35 21 19","Hydraulic Manifolds",4
"35 21 23","Penstocks",4
"35 21 33","Trash Racks",4
"35 21 36","Debris Cages",4
"35 22 00","Hydraulic Gates",3
"35 22 13","Spillway Crest Gates",4
"35 22 19","Hydraulic Head Gates",4
"35 22 26","Sluice Gates",4
"35 22 33","Miter Gates",4
"35 22 39","Sector Gates",4
"35 22 46","Tainter Gates",4
"35 22 53","Vertical Lift Hydraulic Gates",4
"35 22 59","Hydraulic Closure Gates",4
"35 22 63","Through-Levee Access Gates",4
"35 24 00","Dredging",3
"35 24 13","Suction Dredging",4
"35 24 13.11","Training Suction Dredging",5
"35 24 13.13","Cutter Suction Dredging",5
"35 24 13.16","Auger Suction Dredging",5
"35 24 13.23","Jet-Lift Dredging",5
"35 24 13.26","Air-Lift Dredging",5
"35 24 21","Bucket Dredging",4
"35 24 23","Clamshell Dredging",4
"35 24 26","Backhoe/Dipper Dredging",4
"35 24 33","Water Injection Dredging",4
"35 24 36","Pneumatic Dredging",4
"35 24 43","Bed-Levelling Dredging",4
"35 24 46","Krabbelaar Dredging",4
"35 24 53","Waterway Snag Removal",4
"35 30 00","Coastal Construction",2
"35 31 00","Shoreline Protection",3
"35 31 16","Seawalls",4
"35 31 16.13","Concrete Seawalls",5
"35 31 16.16","Segmental Seawalls",5
"35 31 16.19","Steel Sheet Piling Seawalls",5
"35 31 16.23","Timber Seawalls",5
"35 31 16.40","Stone Seawalls",5
"35 31 19","Revetments",4
"35 31 19.13","Sacked Cement-Sand Revetments",5
"35 31 19.16","Concrete Unit Masonry Revetments",5
"35 31 19.36","Gabion Revetments",5
"35 31 19.40","Stone Revetments",5
"35 31 23","Breakwaters",4
"35 31 23.13","Rubble Mound Breakwaters",5
"35 31 23.16","Precast Breakwater Modules",5
"35 31 26","Jetties",4
"35 31 26.13","Concrete Jetties",5
"35 31 26.16","Concrete Unit Masonry Jetties",5
"35 31 26.36","Gabion Jetties",5
"35 31 26.40","Stone Jetties",5
"35 31 29","Groins",4
"35 31 29.13","Concrete Groins",5
"35 31 29.16","Concrete Unit Masonry Groins",5
"35 31 29.26","Steel Groins",5
"35 31 29.36","Gabion Groins",5
"35 31 29.40","Stone Groins",5
"35 32 00","Artificial Reefs",3
"35 32 13","Scrap Material Artificial Reefs",4
"35 32 13.13","Scrap Concrete Artificial Reefs",5
"35 32 13.19","Scrap Steel Artificial Reefs",5
"35 32 13.33","Sunken Ship Artificial Reefs",5
"35 32 16","Constructed Artificial Reefs",4
"35 32 16.13","Constructed Concrete Artificial Reefs",5
"35 32 16.19","Constructed Steel Artificial Reefs",5
"35 40 00","Waterway Construction and Equipment",2
"35 41 00","Levees",3
"35 41 13","Landside Levee Berms",4
"35 41 13.13","Stability Landside Levee Berms",5
"35 41 13.16","Seepage Landside Levee Berms",5
"35 41 16","Levee Cutoff Trenches",4
"35 41 19","Levee Relief Wells",4
"35 42 00","Waterway Bank Protection",3
"35 42 13","Piling Bank Protection",4
"35 42 13.19","Steel Sheet Piling Bank Protection",5
"35 42 13.23","Timber Piling Bank Protection",5
"35 42 13.26","Plastic Piling Bank Protection",5
"35 42 29","Grout-Bag Bank Protection",4
"35 42 34","Soil Reinforcement Bank Protection",4
"35 42 35","Slope Protection Bank Protection",4
"35 42 36","Gabion Bank Protection",4
"35 42 37","Riprap Bank Protection",4
"35 42 53","Wall Bank Protection",4
"35 42 53.16","Concrete Unit Masonry Wall Bank Protection",5
"35 42 53.19","Segmental Wall Bank Protection",5
"35 42 53.40","Stone Wall Bank Protection",5
"35 43 00","Waterway Scour Protection",3
"35 43 29","Grout-Bag Scour Protection",4
"35 43 34","Soil Reinforcement Scour Protection",4
"35 43 35","Slope Protection Scour Protection",4
"35 43 36","Gabion Scour Protection",4
"35 43 37","Riprap Scour Protection",4
"35 43 53","Wall Scour Protection",4
"35 43 53.13","Concrete Unit Masonry Wall Scour Protection",5
"35 43 53.16","Segmental Wall Scour Protection",5
"35 43 53.40","Stone Wall Scour Protection",5
"35 49 00","Waterway Structures",3
"35 49 13","Floodwalls",4
"35 49 13.13","Concrete Floodwalls",5
"35 49 13.16","Masonry Floodwalls",5
"35 49 23","Waterway Locks",4
"35 49 23.13","Concrete Waterway Locks",5
"35 49 23.23","Piling Waterway Locks",5
"35 49 26","Floodgate Machinery",4
"35 50 00","Marine Construction and Equipment",2
"35 51 00","Floating Construction",3
"35 51 13","Floating Piers",4
"35 51 13.23","Floating Wood Piers",5
"35 51 13.26","Floating Plastic Piers",5
"35 51 23","Pontoons",4
"35 52 00","Offshore Platform Construction",3
"35 52 13","Fixed Offshore Platform Construction",4
"35 52 23","Semi-Submersible Offshore Platform Construction",4
"35 52 33","Floating Offshore Platform Construction",4
"35 53 00","Underwater Construction",3
"35 53 23","Underwater Harbor Deepening",4
"35 53 33","Underwater Pipeline Construction",4
"35 53 43","Underwater Foundation Construction",4
"35 53 53","Underwater Structures Construction",4
"35 53 63","Underwater Waterproofing",4
"35 59 00","Marine Specialties",3
"35 59 13","Marine Fenders",4
"35 59 13.13","Prestressed Concrete Marine Fender Piling",5
"35 59 13.16","Resilient Foam-Filled Marine Fenders",5
"35 59 13.19","Rubber Marine Fenders",5
"35 59 23","Buoys",4
"35 59 23.13","Mooring Buoys",5
"35 59 23.16","Anchor Pendant Buoys",5
"35 59 23.19","Navigation Buoys",5
"35 59 29","Mooring Devices",4
"35 59 29.13","Quick-Release Mooring Hooks",5
"35 59 29.16","Laser Docking Systems",5
"35 59 29.19","Capstans",5
"35 59 33","Marine Bollards and Cleats",4
"35 59 33.13","Cast-Steel Marine Bollards and Cleats",5
"35 59 33.16","Cast-Iron Marine Bollards and Cleats",5
"35 59 33.19","Stainless-Steel Marine Bollards and Cleats",5
"35 59 33.23","Plastic Marine Bollards and Cleats",5
"35 59 93","Marine Chain and Accessories",4
"35 59 93.13","Marine Chain",5
"35 59 93.16","Marine Shackles",5
"35 59 93.19","Marine Chain Tensioners",5
"35 70 00","Dam Construction and Equipment",2
"35 71 00","Gravity Dams",3
"35 71 13","Concrete Gravity Dams",4
"35 71 16","Masonry Gravity Dams",4
"35 71 19","Rockfill Gravity Dams",4
"35 72 00","Arch Dams",3
"35 72 13","Concrete Arch Dams",4
"35 73 00","Embankment Dams",3
"35 73 13","Earth Embankment Dam",4
"35 73 16","Rock Embankment Dams",4
"35 74 00","Buttress Dams",3
"35 74 13","Concrete Buttress Dams",4
"35 79 00","Auxiliary Dam Structures",3
"35 79 13","Fish Ladders",4
"35 79 13.13","Concrete Fish Ladders",5
"40 00 00","Process Interconnections",1
"40 01 00","Operation and Maintenance of Process Interconnections",3
"40 01 10","Operation and Maintenance of Gas and Vapor Process Piping",4
"40 01 20","Operation and Maintenance of Liquids Process Piping",4
"40 01 30","Operation and Maintenance of Solid and Mixed Materials Piping and Chutes",4
"40 01 40","Operation and Maintenance of Process Piping and Equipment Protection",4
"40 01 60","Operation and Maintenance of Process Control and Process Facility Enterprise Management Systems",4
"40 01 70","Operation and Maintenance of Instrumentation for Process Systems",4
"40 01 90","Operation and Maintenance of Primary Control Devices",4
"40 05 00","Common Work Results for Process Interconnections",3
"40 05 05","Exposed Piping Installation",4
"40 05 06","Couplings, Adapters, and Specials for Process Piping",4
"40 05 07","Hangers and Supports for Process Piping",4
"40 05 09","Wall Pipes, Floor Pipes, and Pipe Sleeves",4
"40 05 11","Aluminum Process Pipe",4
"40 05 12","Brass Process Pipe",4
"40 05 13","Bronze Process Pipe",4
"40 05 17","Copper Process Pipe and Tubing",4
"40 05 19","Ductile Iron Process Pipe",4
"40 05 21","High-Alloy Nickel Process Pipe and Tubing",4
"40 05 23","Stainless Steel Process Pipe and Tubing",4
"40 05 23.13","Duplex and Super-Duplex Stainless Steel Process Pipe",5
"40 05 23.23","300- and 400-Series Stainless Steel Process Pipe",5
"40 05 23.33","Special-Fabrication Stainless Steel Process Pipe and Tubing",5
"40 05 24","Steel Process Pipe",4
"40 05 24.13","Steel Pipe and Tubing for Air and Gas Service",5
"40 05 24.23","Steel Pipe for Water Service",5
"40 05 24.26","Steel Pipe and Tubing for Process Liquid Service",5
"40 05 24.33","Steel Pipe for Bulk Materials Conveyance",5
"40 05 26","Other Metals Process Pipe",4
"40 05 26.13","Titanium Process Pipe",5
"40 05 26.23","Tantalum Process Pipe",5
"40 05 26.33","Zirconium Process Pipe",5
"40 05 31","Thermoplastic Process Pipe",4
"40 05 31.13","Polyvinyl Chloride Process Pipe",5
"40 05 31.23","Chlorinated Polyvinyl Chloride Process Pipe",5
"40 05 31.33","ABS Process Pipe",5
"40 05 31.43","Polypropylene Process Pipe",5
"40 05 31.53","PVDF Process Pipe",5
"40 05 31.63","High-Purity Plastic Process Pipe",5
"40 05 31.83","Flexible Plastic Tubing",5
"40 05 33","High-Density Polyethylene Process Pipe",4
"40 05 36","Fiberglass-Reinforced Plastic Process Pipe",4
"40 05 36.13","Fiberglass-Reinforced Plastic Pipe for Process Air, Gas, and Odor Service",5
"40 05 36.23","Fiberglass-Reinforced Plastic Pipe for Process Liquid Service",5
"40 05 37","Centrifugally Cast Fiberglass-Reinforced Polymer Mortar Process Pipe",4
"40 05 38","PTFE Process Pipe",4
"40 05 39","Concrete Pipe",4
"40 05 39.13","Concrete Pressure Water Pipe",5
"40 05 39.23","Concrete Gravity and Drainage Process Pipe",5
"40 05 51","Common Requirements for Process Valves",4
"40 05 53","Process Valves Four-inch Diameter and Larger",4
"40 05 56","Process Valves, Smaller than Four-inch Diameter",4
"40 05 57","Actuators for Process Valves and Gates",4
"40 05 57.13","Manual Actuators",5
"40 05 57.23","Electric Motor Actuators",5
"40 05 57.33","Hydraulic Cylinder Actuators",5
"40 05 57.43","Hydraulic Actuator Systems",5
"40 05 57.53","Pneumatic Actuators",5
"40 05 59","Hydraulic Gates",4
"40 05 59.13","Stop Plates",5
"40 05 59.16","Stop Logs",5
"40 05 59.21","Aluminum Slide Gates",5
"40 05 59.23","Stainless Steel Slide Gates",5
"40 05 59.26","Fiberglass-Reinforced Plastic Slide Gates",5
"40 05 59.33","Cast Iron Slide Gates",5
"40 05 59.43","Butterfly Gates",5
"40 05 61","Gate Valves",4
"40 05 61.13","Solid Wedge Metal-Seated Gate Valves",5
"40 05 61.16","Double Disc Metal-Seated Gate Valves",5
"40 05 61.23","Resilient-Seated Gate Valves",5
"40 05 61.43","Knife Gate Valves",5
"40 05 62","Plug Valves",4
"40 05 62.13","Eccentric Plug Valves for Gas Service",5
"40 05 62.16","Eccentric Plug Valves for Liquid Service",5
"40 05 63","Ball Valves",4
"40 05 63.13","AWWA Metal-Seated Ball Valves",5
"40 05 63.16","AWWA Resilient-Seated Ball Valves",5
"40 05 63.33","Metallic Ball Valves",5
"40 05 63.43","Plastic Ball Valves",5
"40 05 64","Butterfly Valves",4
"40 05 64.13","Metal-Seated Butterfly Valves",5
"40 05 64.16","AWWA Resilient-Seated Butterfly Valves",5
"40 05 64.23","Metallic Industrial Butterfly Valves",5
"40 05 64.26","Plastic Industrial Butterfly Valves",5
"40 05 64.33","Butterfly Valves in Air or Gas Service",5
"40 05 64.36","High-Performance Butterfly Valves in Air or Gas Service",5
"40 05 64.43","Dampers for Corrosive Gas Service",5
"40 05 65","Valves for Pump Control and Check Service",4
"40 05 65.11","Angle Valves",5
"40 05 65.13","Cone Valves",5
"40 05 65.16","Globe Valves",5
"40 05 65.23","Swing Check Valves",5
"40 05 65.26","Tilting Disc Check Valves",5
"40 05 65.29","Double-Disk Check Valves",5
"40 05 67","Specialized Pressure and Flow-Control Valves",4
"40 05 67.13","Reduced-Pressure Zone Backflow Preventers for Process Service",5
"40 05 67.16","Double Check Valve Assembly Backflow Preventers for Process Service",5
"40 05 67.23","Pressure Vacuum Breaker Backflow Preventers",5
"40 05 67.26","Atmospheric Vacuum Breaker Backflow Preventers",5
"40 05 67.29","Hose Connection Vacuum Breaker Backflow Preventers",5
"40 05 67.33","Backpressure Valves",5
"40 05 67.36","Pressure-Regulating Valves",5
"40 05 67.39","Pressure-Relief Valves",5
"40 05 67.41","Direct-Acting Surge Relief Valves for Water Service",5
"40 05 67.43","Pilot-Operated Surge Relief Valves for Water Service",5
"40 05 67.44","Pilot-Operated Surge Arrestor Valves for Water Service",5
"40 05 67.46","Electronic Surge Anticipator Valves for Water Service",5
"40 05 67.47","Surge Relief Valves for Wastewater Service",5
"40 05 67.49","Electronic Surge Anticipator Valves for Wastewater Service",5
"40 05 71","Solids Handling Valves",4
"40 05 71.13","Duckbill Check Valves",5
"40 05 71.16","Flap Gates",5
"40 05 71.23","Mud Valves",5
"40 05 71.33","Telescoping Valves",5
"40 05 73","Special-Application Process Valves",4
"40 05 73.13","Altitude Valves",5
"40 05 73.16","Float Valves",5
"40 05 73.23","Anti-Cavitation Valves",5
"40 05 74","Flexible-Closure Valves",4
"40 05 74.13","Diaphragm Valves",5
"40 05 74.23","Pinch Valves",5
"40 05 76","Hot-Tapping Valves and Appurtenances",4
"40 05 76.13","Tapping Sleeves and Valves",5
"40 05 76.16","Tapping Machines",5
"40 05 76.23","Line Stops",5
"40 05 78","Air Valves for Water and Wastewater Service",4
"40 05 78.11","Air Release Valves for Water Service",5
"40 05 78.13","Air/Vacuum Valves for Water Service",5
"40 05 78.16","Vacuum-Breaking Valves for Water Service",5
"40 05 78.19","Combination Air Valves for Water Service",5
"40 05 78.21","Air Release Valves for Wastewater Service",5
"40 05 78.23","Air/Vacuum Valves for Wastewater Service",5
"40 05 78.26","Vacuum-Breaking Valves for Wastewater Service",5
"40 05 78.29","Combination Air Valves for Wastewater Service",5
"40 05 81","Hydrants and Hose Bibbs for Process Service",4
"40 05 81.13","Fire Hydrants",5
"40 05 81.23","Yard Hydrants",5
"40 05 81.26","Freeze-Proof Yard Hydrants",5
"40 05 81.33","Hose Bibbs",5
"40 05 82","Solenoid Valves for Process Service",4
"40 05 89","Valve Accessories",4
"40 05 89.13","Basket Strainers for Process Service",5
"40 05 89.23","Needle Valves",5
"40 05 89.33","Quick-Connect Couplers",5
"40 05 93","Common Motor Requirements for Process Equipment",4
"40 05 96","Vibration and Seismic Controls for Process Equipment",4
"40 05 97","Identification for Process Equipment",4
"40 06 00","Schedules for Process Interconnections",3
"40 06 10","Schedules for Gas and Vapor Process Piping and Ductwork",4
"40 06 20","Schedules for Liquids Process Piping",4
"40 06 30","Schedules for Solid and Mixed Materials Piping and Chutes",4
"40 06 40","Schedules for Process Piping and Equipment Protection",4
"40 06 60","Schedules for Process Control and Process Facility Enterprise Management Systems",4
"40 06 70","Schedules of Instrumentation for Process Systems",4
"40 06 90","Schedules for Primary Control Devices",4
"40 10 00","Gas and Vapor Process Piping and Ductwork",2
"40 11 00","Steam Process Piping",3
"40 11 13","Low-Pressure Steam Process Piping",4
"40 11 16","Intermediate-Pressure Steam Process Piping",4
"40 11 19","High-Pressure Steam Process Piping",4
"40 11 23","Condensate Process Piping for Process Applications",4
"40 12 00","Compressed Air Process Piping",3
"40 12 13","Compressed Air Process Piping for Breathing Service",4
"40 12 23","Low-Pressure Compressed Air Process Piping",4
"40 12 53","High-Pressure Compressed Air Process Piping",4
"40 13 00","Process Ductwork",3
"40 15 00","Combustion System Gas Piping",3
"40 15 13","Combustion Air Piping",4
"40 15 16","Oxygen Combustion System Gas Piping",4
"40 15 19","Flue-Gas Combustion System Piping",4
"40 15 23","Exothermic-Gas Combustion System Piping",4
"40 15 26","Endothermic-Gas Combustion System Piping",4
"40 15 29","Dissociated-Ammonia-Gas Combustion System Piping",4
"40 16 00","Specialty and High-Purity Gases Piping",3
"40 16 13","Ammonia Gas Piping",4
"40 16 16","Boron Gas Piping",4
"40 16 17","Chlorine Gas Piping",4
"40 16 26","Diborane Gas Piping",4
